INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
3145	10833	50	-1	5575	50	-1	300	85	-1	300	85	-1	300	85	-1	300	85	-1	5	946	50	50	941	50	50	10	946	50	50	941	50	50	10	-1	-1	1062	354	8	-1	-1	-1	-1	80	480	220	255	338	8	18	-1	-1	-1	-1	-1	60	60	60	60	-1	-1	-1	-1	-1	-1
3146	10954	50	-1	5637	50	-1	302	86	-1	302	86	-1	302	86	-1	302	86	-1	5	957	50	50	952	50	50	10	957	50	50	952	50	50	10	-1	-1	1074	358	9	-1	-1	-1	-1	82	493	226	262	347	9	19	-1	-1	-1	-1	-1	61	61	61	61	-1	-1	-1	-1	-1	-1
3147	11074	50	-1	5699	50	-1	304	87	-1	304	87	-1	304	87	-1	304	87	-1	5	967	50	50	962	50	50	10	967	50	50	962	50	50	10	-1	-1	1086	362	9	-1	-1	-1	-1	84	506	232	269	356	9	19	-1	-1	-1	-1	-1	62	62	62	62	-1	-1	-1	-1	-1	-1
3148	11195	50	-1	5761	50	-1	306	88	-1	306	88	-1	306	88	-1	306	88	-1	6	978	50	50	973	50	50	10	978	50	50	973	50	50	10	-1	-1	1098	366	9	-1	-1	-1	-1	86	519	238	276	365	9	19	-1	-1	-1	-1	-1	63	63	63	63	-1	-1	-1	-1	-1	-1
3149	11315	50	-1	5822	50	-1	308	89	-1	308	89	-1	308	89	-1	308	89	-1	6	989	50	50	984	50	50	10	989	50	50	984	50	50	10	-1	-1	1110	370	9	-1	-1	-1	-1	88	532	244	283	374	9	19	-1	-1	-1	-1	-1	64	64	64	64	-1	-1	-1	-1	-1	-1
3150	11436	50	-1	5884	50	-1	310	90	-1	310	90	-1	310	90	-1	310	90	-1	6	999	50	50	994	50	50	11	999	50	50	994	50	50	11	-1	-1	1122	374	9	-1	-1	-1	-1	90	545	250	290	383	9	19	-1	-1	-1	-1	-1	65	65	65	65	-1	-1	-1	-1	-1	-1
3151	11556	50	-1	5946	50	-1	312	91	-1	312	91	-1	312	91	-1	312	91	-1	6	1010	50	50	1005	50	50	11	1010	50	50	1005	50	50	11	-1	-1	1134	378	9	-1	-1	-1	-1	92	558	256	297	392	9	20	-1	-1	-1	-1	-1	66	66	66	66	-1	-1	-1	-1	-1	-1
3152	11677	50	-1	6008	50	-1	314	92	-1	314	92	-1	314	92	-1	314	92	-1	6	1021	50	50	1016	50	50	11	1021	50	50	1016	50	50	11	-1	-1	1146	382	9	-1	-1	-1	-1	94	571	262	304	401	9	20	-1	-1	-1	-1	-1	67	67	67	67	-1	-1	-1	-1	-1	-1
3153	11797	50	-1	6070	50	-1	316	93	-1	316	93	-1	316	93	-1	316	93	-1	6	1031	50	50	1026	50	50	11	1031	50	50	1026	50	50	11	-1	-1	1158	386	9	-1	-1	-1	-1	96	584	268	311	410	9	20	-1	-1	-1	-1	-1	68	68	68	68	-1	-1	-1	-1	-1	-1
3154	11918	50	-1	6132	50	-1	318	94	-1	318	94	-1	318	94	-1	318	94	-1	6	1042	50	50	1037	50	50	11	1042	50	50	1037	50	50	11	-1	-1	1170	390	9	-1	-1	-1	-1	98	597	274	318	419	9	20	-1	-1	-1	-1	-1	69	69	69	69	-1	-1	-1	-1	-1	-1
3155	12038	50	-1	6194	50	-1	320	95	-1	320	95	-1	320	95	-1	320	95	-1	6	1053	50	50	1047	50	50	11	1053	50	50	1047	50	50	11	-1	-1	1182	394	9	-1	-1	-1	-1	100	610	280	325	428	9	20	-1	-1	-1	-1	-1	70	70	70	70	-1	-1	-1	-1	-1	-1
3156	12159	50	-1	6256	50	-1	322	96	-1	322	96	-1	322	96	-1	322	96	-1	6	1063	50	50	1058	50	50	11	1063	50	50	1058	50	50	11	-1	-1	1194	398	9	-1	-1	-1	-1	102	623	286	332	437	9	21	-1	-1	-1	-1	-1	71	71	71	71	-1	-1	-1	-1	-1	-1
3157	12279	50	-1	6318	50	-1	324	97	-1	324	97	-1	324	97	-1	324	97	-1	6	1074	50	50	1069	50	50	11	1074	50	50	1069	50	50	11	-1	-1	1206	402	9	-1	-1	-1	-1	104	636	292	339	446	9	21	-1	-1	-1	-1	-1	72	72	72	72	-1	-1	-1	-1	-1	-1
3158	12400	50	-1	6380	50	-1	326	98	-1	326	98	-1	326	98	-1	326	98	-1	6	1084	50	50	1079	50	50	11	1084	50	50	1079	50	50	11	-1	-1	1218	406	10	-1	-1	-1	-1	106	649	298	346	455	10	21	-1	-1	-1	-1	-1	73	73	73	73	-1	-1	-1	-1	-1	-1
3159	12520	50	-1	6441	50	-1	328	99	-1	328	99	-1	328	99	-1	328	99	-1	6	1095	50	50	1090	50	50	12	1095	50	50	1090	50	50	12	-1	-1	1230	410	10	-1	-1	-1	-1	108	662	304	353	464	10	21	-1	-1	-1	-1	-1	74	74	74	74	-1	-1	-1	-1	-1	-1
3160	12641	50	-1	6503	50	-1	330	100	-1	330	100	-1	330	100	-1	330	100	-1	6	1106	50	50	1101	50	50	12	1106	50	50	1101	50	50	12	-1	-1	1242	414	10	-1	-1	-1	-1	110	675	310	360	473	10	22	-1	-1	-1	-1	-1	75	75	75	75	-1	-1	-1	-1	-1	-1
3161	12761	50	-1	6565	50	-1	332	101	-1	332	101	-1	332	101	-1	332	101	-1	6	1116	50	50	1111	50	50	12	1116	50	50	1111	50	50	12	-1	-1	1254	418	10	-1	-1	-1	-1	112	688	316	367	482	10	22	-1	-1	-1	-1	-1	76	76	76	76	-1	-1	-1	-1	-1	-1
3162	12882	50	-1	6627	50	-1	334	102	-1	334	102	-1	334	102	-1	334	102	-1	6	1127	50	50	1122	50	50	12	1127	50	50	1122	50	50	12	-1	-1	1266	422	10	-1	-1	-1	-1	114	701	322	374	491	10	22	-1	-1	-1	-1	-1	77	77	77	77	-1	-1	-1	-1	-1	-1
3163	13002	50	-1	6689	50	-1	336	103	-1	336	103	-1	336	103	-1	336	103	-1	6	1138	50	50	1133	50	50	12	1138	50	50	1133	50	50	12	-1	-1	1278	426	10	-1	-1	-1	-1	116	714	328	381	500	10	23	-1	-1	-1	-1	-1	78	78	78	78	-1	-1	-1	-1	-1	-1
3164	13123	50	-1	6751	50	-1	338	104	-1	338	104	-1	338	104	-1	338	104	-1	6	1148	50	50	1143	50	50	12	1148	50	50	1143	50	50	12	-1	-1	1290	430	10	-1	-1	-1	-1	118	727	334	388	509	10	23	-1	-1	-1	-1	-1	79	79	79	79	-1	-1	-1	-1	-1	-1
3165	13243	50	-1	6813	50	-1	340	105	-1	340	105	-1	340	105	-1	340	105	-1	6	1159	50	50	1154	50	50	12	1159	50	50	1154	50	50	12	-1	-1	1302	434	11	-1	-1	-1	-1	120	740	340	395	518	11	23	-1	-1	-1	-1	-1	80	80	80	80	-1	-1	-1	-1	-1	-1
3166	13364	50	-1	6875	50	-1	342	106	-1	342	106	-1	342	106	-1	342	106	-1	6	1170	50	50	1165	50	50	12	1170	50	50	1165	50	50	12	-1	-1	1314	438	11	-1	-1	-1	-1	122	753	346	402	527	11	24	-1	-1	-1	-1	-1	81	81	81	81	-1	-1	-1	-1	-1	-1
3167	13484	50	-1	6937	50	-1	344	107	-1	344	107	-1	344	107	-1	344	107	-1	7	1180	50	50	1175	50	50	12	1180	50	50	1175	50	50	12	-1	-1	1326	442	11	-1	-1	-1	-1	124	766	352	409	536	11	24	-1	-1	-1	-1	-1	82	82	82	82	-1	-1	-1	-1	-1	-1
3168	13605	50	-1	6999	50	-1	346	108	-1	346	108	-1	346	108	-1	346	108	-1	7	1191	50	50	1186	50	50	13	1191	50	50	1186	50	50	13	-1	-1	1338	446	11	-1	-1	-1	-1	126	779	358	416	545	11	25	-1	-1	-1	-1	-1	83	83	83	83	-1	-1	-1	-1	-1	-1
3169	13725	50	-1	7060	50	-1	348	109	-1	348	109	-1	348	109	-1	348	109	-1	7	1202	50	50	1197	50	50	13	1202	50	50	1197	50	50	13	-1	-1	1350	450	11	-1	-1	-1	-1	128	792	364	423	554	11	25	-1	-1	-1	-1	-1	84	84	84	84	-1	-1	-1	-1	-1	-1
3170	13846	50	-1	7122	50	-1	350	110	-1	350	110	-1	350	110	-1	350	110	-1	7	1212	50	50	1207	50	50	13	1212	50	50	1207	50	50	13	-1	-1	1362	454	12	-1	-1	-1	-1	130	805	370	430	563	12	25	-1	-1	-1	-1	-1	85	85	85	85	-1	-1	-1	-1	-1	-1
3171	13966	50	-1	7184	50	-1	352	111	-1	352	111	-1	352	111	-1	352	111	-1	7	1223	50	50	1218	50	50	13	1223	50	50	1218	50	50	13	-1	-1	1374	458	12	-1	-1	-1	-1	132	818	376	437	572	12	26	-1	-1	-1	-1	-1	86	86	86	86	-1	-1	-1	-1	-1	-1
3172	14087	50	-1	7246	50	-1	354	112	-1	354	112	-1	354	112	-1	354	112	-1	7	1234	50	50	1228	50	50	13	1234	50	50	1228	50	50	13	-1	-1	1386	462	12	-1	-1	-1	-1	134	831	382	444	581	12	26	-1	-1	-1	-1	-1	87	87	87	87	-1	-1	-1	-1	-1	-1
3173	14207	50	-1	7308	50	-1	356	113	-1	356	113	-1	356	113	-1	356	113	-1	7	1244	50	50	1239	50	50	13	1244	50	50	1239	50	50	13	-1	-1	1398	466	12	-1	-1	-1	-1	136	844	388	451	590	12	26	-1	-1	-1	-1	-1	88	88	88	88	-1	-1	-1	-1	-1	-1
3174	14328	50	-1	7370	50	-1	358	114	-1	358	114	-1	358	114	-1	358	114	-1	7	1255	50	50	1250	50	50	13	1255	50	50	1250	50	50	13	-1	-1	1410	470	12	-1	-1	-1	-1	138	857	394	458	599	12	27	-1	-1	-1	-1	-1	89	89	89	89	-1	-1	-1	-1	-1	-1
3175	14448	50	-1	7432	50	-1	360	115	-1	360	115	-1	360	115	-1	360	115	-1	7	1265	50	50	1260	50	50	13	1265	50	50	1260	50	50	13	-1	-1	1422	474	13	-1	-1	-1	-1	140	870	400	465	608	13	27	-1	-1	-1	-1	-1	90	90	90	90	-1	-1	-1	-1	-1	-1
3176	14569	50	-1	7494	50	-1	362	116	-1	362	116	-1	362	116	-1	362	116	-1	7	1276	50	50	1271	50	50	13	1276	50	50	1271	50	50	13	-1	-1	1434	478	13	-1	-1	-1	-1	142	883	406	472	617	13	28	-1	-1	-1	-1	-1	91	91	91	91	-1	-1	-1	-1	-1	-1
3177	14689	50	-1	7556	50	-1	364	117	-1	364	117	-1	364	117	-1	364	117	-1	7	1287	50	50	1282	50	50	14	1287	50	50	1282	50	50	14	-1	-1	1446	482	13	-1	-1	-1	-1	144	896	412	479	626	13	28	-1	-1	-1	-1	-1	92	92	92	92	-1	-1	-1	-1	-1	-1
3178	14810	50	-1	7618	50	-1	366	118	-1	366	118	-1	366	118	-1	366	118	-1	7	1297	50	50	1292	50	50	14	1297	50	50	1292	50	50	14	-1	-1	1458	486	13	-1	-1	-1	-1	146	909	418	486	635	13	28	-1	-1	-1	-1	-1	93	93	93	93	-1	-1	-1	-1	-1	-1
3179	14930	50	-1	7679	50	-1	368	119	-1	368	119	-1	368	119	-1	368	119	-1	7	1308	50	50	1303	50	50	14	1308	50	50	1303	50	50	14	-1	-1	1470	490	13	-1	-1	-1	-1	148	922	424	493	644	13	29	-1	-1	-1	-1	-1	94	94	94	94	-1	-1	-1	-1	-1	-1
3180	15051	50	-1	7741	50	-1	370	120	-1	370	120	-1	370	120	-1	370	120	-1	7	1319	50	50	1314	50	50	14	1319	50	50	1314	50	50	14	-1	-1	1482	494	14	-1	-1	-1	-1	150	935	430	500	653	14	29	-1	-1	-1	-1	-1	95	95	95	95	-1	-1	-1	-1	-1	-1
3181	15171	50	-1	7803	50	-1	372	121	-1	372	121	-1	372	121	-1	372	121	-1	7	1329	50	50	1324	50	50	14	1329	50	50	1324	50	50	14	-1	-1	1494	498	14	-1	-1	-1	-1	152	948	436	507	662	14	30	-1	-1	-1	-1	-1	96	96	96	96	-1	-1	-1	-1	-1	-1
3182	15292	50	-1	7865	50	-1	374	122	-1	374	122	-1	374	122	-1	374	122	-1	7	1340	50	50	1335	50	50	14	1340	50	50	1335	50	50	14	-1	-1	1506	502	14	-1	-1	-1	-1	154	961	442	514	671	14	30	-1	-1	-1	-1	-1	97	97	97	97	-1	-1	-1	-1	-1	-1
3183	15412	50	-1	7927	50	-1	376	123	-1	376	123	-1	376	123	-1	376	123	-1	7	1351	50	50	1346	50	50	14	1351	50	50	1346	50	50	14	-1	-1	1518	506	14	-1	-1	-1	-1	156	974	448	521	680	14	30	-1	-1	-1	-1	-1	98	98	98	98	-1	-1	-1	-1	-1	-1
3184	15533	50	-1	7989	50	-1	378	124	-1	378	124	-1	378	124	-1	378	124	-1	7	1361	50	50	1356	50	50	14	1361	50	50	1356	50	50	14	-1	-1	1530	510	14	-1	-1	-1	-1	158	987	454	528	689	14	31	-1	-1	-1	-1	-1	99	99	99	99	-1	-1	-1	-1	-1	-1
3185	15653	50	-1	8051	50	-1	380	125	-1	380	125	-1	380	125	-1	380	125	-1	7	1372	50	50	1367	50	50	14	1372	50	50	1367	50	50	14	-1	-1	1542	514	15	-1	-1	-1	-1	160	1000	460	535	698	15	31	-1	-1	-1	-1	-1	100	100	100	100	-1	-1	-1	-1	-1	-1
3186	15774	50	-1	8113	50	-1	382	126	-1	382	126	-1	382	126	-1	382	126	-1	7	1383	50	50	1378	50	50	14	1383	50	50	1378	50	50	14	-1	-1	1554	518	15	-1	-1	-1	-1	162	1013	466	542	707	15	32	-1	-1	-1	-1	-1	101	101	101	101	-1	-1	-1	-1	-1	-1
3187	15894	50	-1	8175	50	-1	384	127	-1	384	127	-1	384	127	-1	384	127	-1	7	1393	50	50	1388	50	50	14	1393	50	50	1388	50	50	14	-1	-1	1566	522	15	-1	-1	-1	-1	164	1026	472	549	716	15	32	-1	-1	-1	-1	-1	102	102	102	102	-1	-1	-1	-1	-1	-1
3188	16015	50	-1	8237	50	-1	386	128	-1	386	128	-1	386	128	-1	386	128	-1	7	1404	50	50	1399	50	50	14	1404	50	50	1399	50	50	14	-1	-1	1578	526	15	-1	-1	-1	-1	166	1039	478	556	725	15	33	-1	-1	-1	-1	-1	103	103	103	103	-1	-1	-1	-1	-1	-1
3189	16135	50	-1	8298	50	-1	388	129	-1	388	129	-1	388	129	-1	388	129	-1	7	1415	50	50	1409	50	50	14	1415	50	50	1409	50	50	14	-1	-1	1590	530	15	-1	-1	-1	-1	168	1052	484	563	734	15	33	-1	-1	-1	-1	-1	104	104	104	104	-1	-1	-1	-1	-1	-1
3190	16256	50	-1	8360	50	-1	390	130	-1	390	130	-1	390	130	-1	390	130	-1	7	1425	50	50	1420	50	50	14	1425	50	50	1420	50	50	14	-1	-1	1602	534	16	-1	-1	-1	-1	170	1065	490	570	743	16	33	-1	-1	-1	-1	-1	105	105	105	105	-1	-1	-1	-1	-1	-1
3191	16376	50	-1	8422	50	-1	392	131	-1	392	131	-1	392	131	-1	392	131	-1	7	1436	50	50	1431	50	50	14	1436	50	50	1431	50	50	14	-1	-1	1614	538	16	-1	-1	-1	-1	172	1078	496	577	752	16	34	-1	-1	-1	-1	-1	106	106	106	106	-1	-1	-1	-1	-1	-1
3192	16497	50	-1	8484	50	-1	394	132	-1	394	132	-1	394	132	-1	394	132	-1	7	1446	50	50	1441	50	50	14	1446	50	50	1441	50	50	14	-1	-1	1626	542	16	-1	-1	-1	-1	174	1091	502	584	761	16	34	-1	-1	-1	-1	-1	107	107	107	107	-1	-1	-1	-1	-1	-1
3193	16617	50	-1	8546	50	-1	396	133	-1	396	133	-1	396	133	-1	396	133	-1	7	1457	50	50	1452	50	50	14	1457	50	50	1452	50	50	14	-1	-1	1638	546	16	-1	-1	-1	-1	176	1104	508	591	770	16	35	-1	-1	-1	-1	-1	108	108	108	108	-1	-1	-1	-1	-1	-1
3194	16738	50	-1	8608	50	-1	398	134	-1	398	134	-1	398	134	-1	398	134	-1	7	1468	50	50	1463	50	50	14	1468	50	50	1463	50	50	14	-1	-1	1650	550	17	-1	-1	-1	-1	178	1117	514	598	779	17	35	-1	-1	-1	-1	-1	109	109	109	109	-1	-1	-1	-1	-1	-1
3195	16858	50	-1	8670	50	-1	400	135	-1	400	135	-1	400	135	-1	400	135	-1	7	1478	50	50	1473	50	50	14	1478	50	50	1473	50	50	14	-1	-1	1662	554	17	-1	-1	-1	-1	180	1130	520	605	788	17	36	-1	-1	-1	-1	-1	110	110	110	110	-1	-1	-1	-1	-1	-1
3196	16979	50	-1	8732	50	-1	402	136	-1	402	136	-1	402	136	-1	402	136	-1	7	1489	50	50	1484	50	50	14	1489	50	50	1484	50	50	14	-1	-1	1674	558	17	-1	-1	-1	-1	182	1143	526	612	797	17	36	-1	-1	-1	-1	-1	111	111	111	111	-1	-1	-1	-1	-1	-1
3197	17099	50	-1	8794	50	-1	404	137	-1	404	137	-1	404	137	-1	404	137	-1	7	1500	50	50	1495	50	50	14	1500	50	50	1495	50	50	14	-1	-1	1686	562	17	-1	-1	-1	-1	184	1156	532	619	806	17	37	-1	-1	-1	-1	-1	112	112	112	112	-1	-1	-1	-1	-1	-1
3198	17220	50	-1	8856	50	-1	406	138	-1	406	138	-1	406	138	-1	406	138	-1	7	1510	50	50	1505	50	50	14	1510	50	50	1505	50	50	14	-1	-1	1698	566	17	-1	-1	-1	-1	186	1169	538	626	815	17	37	-1	-1	-1	-1	-1	113	113	113	113	-1	-1	-1	-1	-1	-1
3199	17340	50	-1	8917	50	-1	408	139	-1	408	139	-1	408	139	-1	408	139	-1	7	1521	50	50	1516	50	50	14	1521	50	50	1516	50	50	14	-1	-1	1710	570	18	-1	-1	-1	-1	188	1182	544	633	824	18	38	-1	-1	-1	-1	-1	114	114	114	114	-1	-1	-1	-1	-1	-1
3200	17461	50	-1	8979	50	-1	410	140	-1	410	140	-1	410	140	-1	410	140	-1	7	1532	50	50	1527	50	50	14	1532	50	50	1527	50	50	14	-1	-1	1722	574	18	-1	-1	-1	-1	190	1195	550	640	833	18	38	-1	-1	-1	-1	-1	115	115	115	115	-1	-1	-1	-1	-1	-1
3201	17581	50	-1	9041	50	-1	412	141	-1	412	141	-1	412	141	-1	412	141	-1	7	1542	50	50	1537	50	50	14	1542	50	50	1537	50	50	14	-1	-1	1734	578	18	-1	-1	-1	-1	192	1208	556	647	842	18	39	-1	-1	-1	-1	-1	116	116	116	116	-1	-1	-1	-1	-1	-1
3202	17702	50	-1	9103	50	-1	414	142	-1	414	142	-1	414	142	-1	414	142	-1	7	1553	50	50	1548	50	50	14	1553	50	50	1548	50	50	14	-1	-1	1746	582	18	-1	-1	-1	-1	194	1221	562	654	851	18	39	-1	-1	-1	-1	-1	117	117	117	117	-1	-1	-1	-1	-1	-1
3203	17822	50	-1	9165	50	-1	416	143	-1	416	143	-1	416	143	-1	416	143	-1	7	1564	50	50	1559	50	50	14	1564	50	50	1559	50	50	14	-1	-1	1758	586	19	-1	-1	-1	-1	196	1234	568	661	860	19	39	-1	-1	-1	-1	-1	118	118	118	118	-1	-1	-1	-1	-1	-1
3204	17943	50	-1	9227	50	-1	418	144	-1	418	144	-1	418	144	-1	418	144	-1	7	1574	50	50	1569	50	50	14	1574	50	50	1569	50	50	14	-1	-1	1770	590	19	-1	-1	-1	-1	198	1247	574	668	869	19	40	-1	-1	-1	-1	-1	119	119	119	119	-1	-1	-1	-1	-1	-1
3205	18063	50	-1	9289	50	-1	420	145	-1	420	145	-1	420	145	-1	420	145	-1	7	1585	50	50	1580	50	50	14	1585	50	50	1580	50	50	14	-1	-1	1782	594	19	-1	-1	-1	-1	200	1260	580	675	878	19	40	-1	-1	-1	-1	-1	120	120	120	120	-1	-1	-1	-1	-1	-1
3206	18184	50	-1	9351	50	-1	422	146	-1	422	146	-1	422	146	-1	422	146	-1	7	1596	50	50	1590	50	50	14	1596	50	50	1590	50	50	14	-1	-1	1794	598	19	-1	-1	-1	-1	202	1273	586	682	887	19	41	-1	-1	-1	-1	-1	121	121	121	121	-1	-1	-1	-1	-1	-1
3207	18304	50	-1	9413	50	-1	424	147	-1	424	147	-1	424	147	-1	424	147	-1	7	1606	50	50	1601	50	50	14	1606	50	50	1601	50	50	14	-1	-1	1806	602	20	-1	-1	-1	-1	204	1286	592	689	896	20	41	-1	-1	-1	-1	-1	122	122	122	122	-1	-1	-1	-1	-1	-1
3208	18425	50	-1	9475	50	-1	426	148	-1	426	148	-1	426	148	-1	426	148	-1	7	1617	50	50	1612	50	50	14	1617	50	50	1612	50	50	14	-1	-1	1818	606	20	-1	-1	-1	-1	206	1299	598	696	905	20	42	-1	-1	-1	-1	-1	123	123	123	123	-1	-1	-1	-1	-1	-1
3209	18545	50	-1	9536	50	-1	428	149	-1	428	149	-1	428	149	-1	428	149	-1	7	1627	50	50	1622	50	50	14	1627	50	50	1622	50	50	14	-1	-1	1830	610	20	-1	-1	-1	-1	208	1312	604	703	914	20	42	-1	-1	-1	-1	-1	124	124	124	124	-1	-1	-1	-1	-1	-1
4001	4676	50	-1	2421	50	-1	64	10	-1	64	10	-1	64	10	-1	64	10	-1	8	824	100	100	804	100	100	5	824	100	100	804	100	100	5	-1	-1	432	144	10	-1	-1	-1	-1	45	45	43	43	23	8	8	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4002	4796	50	-1	2483	50	-1	66	10	-1	66	10	-1	66	10	-1	66	10	-1	8	844	100	100	824	100	100	5	844	100	100	824	100	100	5	-1	-1	444	148	10	-1	-1	-1	-1	46	46	44	44	24	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4003	4917	50	-1	2545	50	-1	66	10	-1	66	10	-1	66	10	-1	66	10	-1	8	866	100	100	846	100	100	5	866	100	100	846	100	100	5	-1	-1	456	152	10	-1	-1	-1	-1	47	47	45	45	24	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4004	5037	50	-1	2607	50	-1	68	10	-1	68	10	-1	68	10	-1	68	10	-1	8	888	100	100	868	100	100	5	888	100	100	868	100	100	5	-1	-1	468	156	10	-1	-1	-1	-1	48	48	46	46	25	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4005	5158	50	-1	2669	50	-1	70	10	-1	70	10	-1	70	10	-1	70	10	-1	8	908	100	100	888	100	100	5	908	100	100	888	100	100	5	-1	-1	480	160	10	-1	-1	-1	-1	49	49	47	47	25	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4006	5278	50	-1	2731	50	-1	70	10	-1	70	10	-1	70	10	-1	70	10	-1	8	930	100	100	910	100	100	5	930	100	100	910	100	100	5	-1	-1	492	164	10	-1	-1	-1	-1	50	50	48	48	26	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4007	5399	50	-1	2793	50	-1	72	10	-1	72	10	-1	72	10	-1	72	10	-1	8	952	100	100	932	100	100	5	952	100	100	932	100	100	5	-1	-1	504	168	10	-1	-1	-1	-1	51	51	49	49	27	8	10	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4008	5519	50	-1	2855	50	-1	72	12	-1	72	12	-1	72	12	-1	72	12	-1	8	972	100	100	952	100	100	6	972	100	100	952	100	100	6	-1	-1	516	172	10	-1	-1	-1	-1	52	52	50	50	27	8	10	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4009	5640	50	-1	2917	50	-1	74	12	-1	74	12	-1	74	12	-1	74	12	-1	8	994	100	100	974	100	100	6	994	100	100	974	100	100	6	-1	-1	528	176	10	-1	-1	-1	-1	53	53	51	51	28	8	10	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4010	5760	50	-1	2978	50	-1	76	12	-1	76	12	-1	76	12	-1	76	12	-1	10	1016	100	100	994	100	100	6	1016	100	100	994	100	100	6	-1	-1	540	180	10	-1	-1	-1	-1	54	54	52	52	28	8	10	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4011	5881	50	-1	3040	50	-1	76	12	-1	76	12	-1	76	12	-1	76	12	-1	10	1036	100	100	1016	100	100	6	1036	100	100	1016	100	100	6	-1	-1	552	184	10	-1	-1	-1	-1	56	56	54	54	29	8	10	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4012	6001	50	-1	3102	50	-1	78	12	-1	78	12	-1	78	12	-1	78	12	-1	10	1058	100	100	1038	100	100	6	1058	100	100	1038	100	100	6	-1	-1	564	188	11	-1	-1	-1	-1	57	57	55	55	30	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4013	6122	50	-1	3164	50	-1	80	12	-1	80	12	-1	80	12	-1	80	12	-1	10	1078	100	100	1058	100	100	6	1078	100	100	1058	100	100	6	-1	-1	576	192	11	-1	-1	-1	-1	58	58	56	56	30	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4014	6242	50	-1	3226	50	-1	80	12	-1	80	12	-1	80	12	-1	80	12	-1	10	1100	100	100	1080	100	100	6	1100	100	100	1080	100	100	6	-1	-1	588	196	11	-1	-1	-1	-1	59	59	57	57	31	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4015	6363	50	-1	3288	50	-1	82	12	-1	82	12	-1	82	12	-1	82	12	-1	10	1122	100	100	1102	100	100	6	1122	100	100	1102	100	100	6	-1	-1	600	200	11	-1	-1	-1	-1	60	60	58	58	31	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4016	6483	50	-1	3350	50	-1	84	12	-1	84	12	-1	84	12	-1	84	12	-1	10	1142	100	100	1122	100	100	6	1142	100	100	1122	100	100	6	-1	-1	612	204	11	-1	-1	-1	-1	61	61	59	59	32	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4017	6604	50	-1	3412	50	-1	84	14	-1	84	14	-1	84	14	-1	84	14	-1	10	1164	100	100	1144	100	100	7	1164	100	100	1144	100	100	7	-1	-1	624	208	11	-1	-1	-1	-1	62	62	60	60	33	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4018	6724	50	-1	3474	50	-1	86	14	-1	86	14	-1	86	14	-1	86	14	-1	10	1186	100	100	1166	100	100	7	1186	100	100	1166	100	100	7	-1	-1	636	212	11	-1	-1	-1	-1	63	63	61	61	33	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4019	6845	50	-1	3536	50	-1	88	14	-1	88	14	-1	88	14	-1	88	14	-1	10	1206	100	100	1186	100	100	7	1206	100	100	1186	100	100	7	-1	-1	648	216	11	-1	-1	-1	-1	64	64	62	62	34	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4020	6965	50	-1	3597	50	-1	88	14	-1	88	14	-1	88	14	-1	88	14	-1	10	1228	100	100	1208	100	100	7	1228	100	100	1208	100	100	7	-1	-1	660	220	11	-1	-1	-1	-1	65	65	63	63	34	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4021	7086	50	-1	3659	50	-1	90	14	-1	90	14	-1	90	14	-1	90	14	-1	10	1250	100	100	1230	100	100	7	1250	100	100	1230	100	100	7	-1	-1	672	224	11	-1	-1	-1	-1	67	67	65	65	35	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
